Country,State,Year,Month,"Central Goods And Services Tax (Cgst) Revenue (UOM:INR(IndianRupees)), Scaling Factor:10000000","State Goods And Services Tax (Sgst)Revenue (UOM:INR(IndianRupees)), Scaling Factor:10000000","Integrated Goods And Services Tax (Igst)Revenue (UOM:INR(IndianRupees)), Scaling Factor:10000000","Cess Tax Revenue (UOM:INR(IndianRupees)), Scaling Factor:10000000","Total Revenue Collection (UOM:INR(IndianRupees)), Scaling Factor:10000000"
India,Uttarakhand,"Financial Year (Apr - Mar), 2018","January, 2019",175.903877,303.327622,652.7636274,13.6302783,1145.6254047000002
India,West Bengal,"Financial Year (Apr - Mar), 2018","January, 2019",996.6043795,1262.488604,866.9718596,369.3006546,3495.3654977
India,Andaman and Nicobar Islands,"Financial Year (Apr - Mar), 2018","December, 2018",7.5658771,11.7764386,2.5351608,0.0041516,21.8816281
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2018","December, 2018",503.7459395,697.5303222,831.5818706,15.9030052,2048.7611375
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2018","December, 2018",9.2506659,12.4095089,4.1840752,0.1056056,25.9498556
India,Assam,"Financial Year (Apr - Mar), 2018","December, 2018",198.4293594,270.0028676,231.2191239,43.5165784,743.1679293
India,Bihar,"Financial Year (Apr - Mar), 2018","December, 2018",220.5223698,393.5157676,118.8477147,176.3726532,909.2585053
India,Chandigarh,"Financial Year (Apr - Mar), 2018","December, 2018",28.6799005,40.6391036,73.3331583,0.2209923,142.87315470000001
India,Chhattisgarh,"Financial Year (Apr - Mar), 2018","December, 2018",314.8428038,409.7144804,554.2477745,573.2004975,1852.0055562
India,Delhi,"Financial Year (Apr - Mar), 2018","December, 2018",651.2487425,845.0060136,1574.84057,89.2276632,3160.3229893000002
India,Goa,"Financial Year (Apr - Mar), 2018","December, 2018",90.5890168,126.4343243,122.7870975,2.2244787,342.0349173
India,Gujarat,"Financial Year (Apr - Mar), 2018","December, 2018",1514.072156,1971.882459,1850.788102,282.3818823,5619.124599299999
India,Haryana,"Financial Year (Apr - Mar), 2018","December, 2018",657.0173799,971.0852087,2690.765756,327.4312684,4646.299612999999
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2018","December, 2018",89.7012549,139.6098074,364.6905752,0.7310006,594.7326381
India,Jammu and Kashmir,"Financial Year (Apr - Mar), 2018","December, 2018",76.236012079376749203330924660,132.191614517322538961163289950,76.871661024092224300919885010,0.848170773543826822214320980,286.1474583943353686314342220710057230
India,Jharkhand,"Financial Year (Apr - Mar), 2018","December, 2018",298.3246822,411.1482261,855.4404579,430.5650717,1995.4784378999998
India,Karnataka,"Financial Year (Apr - Mar), 2018","December, 2018",1453.784632,1950.938713,2021.540286,782.3435399,6208.6071709
India,Kerala,"Financial Year (Apr - Mar), 2018","December, 2018",461.3468028,722.5452529,227.6103647,4.4547,1415.9571204000001
India,Ladakh,"Financial Year (Apr - Mar), 2018","December, 2018",1.704810520623250796669075340,2.956104982677461038836710050,1.719025075907775699080114990,0.018967026456173177785679020,6.3989076056646613685657779289942770
India,Lakshadweep,"Financial Year (Apr - Mar), 2018","December, 2018",1.6729388,1.852481,0.0322469,0.0,3.5576667
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2018","December, 2018",478.2679568,663.3771375,560.7800642,391.9207899,2094.3459484
India,Maharashtra,"Financial Year (Apr - Mar), 2018","December, 2018",3689.905528,4503.076598,4517.026855,814.0768937,13524.085874699998
India,Manipur,"Financial Year (Apr - Mar), 2018","December, 2018",9.7749619,15.6500564,1.4412333,0.2492005,27.1154521
India,Meghalaya,"Financial Year (Apr - Mar), 2018","December, 2018",14.0526288,20.9760321,72.8681763,0.1380121,108.0348493
India,Mizoram,"Financial Year (Apr - Mar), 2018","December, 2018",3.5805357,6.0747575,3.3130995,0.1144628,13.082855499999999
India,Nagaland,"Financial Year (Apr - Mar), 2018","December, 2018",4.2461554,6.8732649,4.5472547,0.8700492,16.5367242
India,Odisha,"Financial Year (Apr - Mar), 2018","December, 2018",443.581981,572.3815215,823.6046549,507.0347503,2346.6029077
India,Puducherry,"Financial Year (Apr - Mar), 2018","December, 2018",17.8846716,29.2232855,104.6472137,0.1502589,151.9054297
India,Punjab,"Financial Year (Apr - Mar), 2018","December, 2018",273.4949709,459.5752226,422.7775533,6.6174819,1162.4652287000001
India,Rajasthan,"Financial Year (Apr - Mar), 2018","December, 2018",668.6995391,924.6050443,752.8512587,110.2584197,2456.4142618
India,Sikkim,"Financial Year (Apr - Mar), 2018","December, 2018",7.2957051,11.4918043,130.6567142,0.2787159,149.72293950000002
India,Tamil Nadu,"Financial Year (Apr - Mar), 2018","December, 2018",1383.791753,1987.275594,1536.206265,507.7970645,5415.0706764999995
India,Telangana,"Financial Year (Apr - Mar), 2018","December, 2018",649.6987677,907.8264746,879.9420374,577.3264226,3014.7937023
India,The Dadra and Nagar Haveli and Daman and Diu,"Financial Year (Apr - Mar), 2018","December, 2018",24.766076200000000000000000000,34.289250100000000000000000000,146.283792600000000000000000000,0.028882400000000000000000000,205.3680013000000100000000000000000000
India,Tripura,"Financial Year (Apr - Mar), 2018","December, 2018",17.2872865,25.6468545,4.8896917,0.1362217,47.9600544
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2018","December, 2018",1065.008526,1622.837117,1206.529906,1062.401485,4956.777034000001
India,Uttarakhand,"Financial Year (Apr - Mar), 2018","December, 2018",154.2477598,292.6765139,591.4615853,16.8412426,1055.2271016
India,West Bengal,"Financial Year (Apr - Mar), 2018","December, 2018",937.39934,1230.53267,737.1228691,324.9388584,3229.9937375
India,Andaman and Nicobar Islands,"Financial Year (Apr - Mar), 2018","November, 2018",12.6662527,16.5890663,1.4458531,0.0705392,30.7717113
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2018","November, 2018",528.9495191,741.8626495,858.3436217,15.731958,2144.8877482999997
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2018","November, 2018",6.4722361,11.5875508,3.5408265,0.107368,21.7079814
India,Assam,"Financial Year (Apr - Mar), 2018","November, 2018",203.0305253,275.1910404,218.3740844,42.8971307,739.4927808000001
India,Bihar,"Financial Year (Apr - Mar), 2018","November, 2018",217.4304013,393.9923474,141.3270567,161.9320869,914.6818923000001
India,Chandigarh,"Financial Year (Apr - Mar), 2018","November, 2018",30.1844551,40.8087352,74.3972888,0.1159477,145.50642679999999
India,Chhattisgarh,"Financial Year (Apr - Mar), 2018","November, 2018",322.5158341,410.9481793,721.9390972,549.8818252,2005.2849357999999
India,Delhi,"Financial Year (Apr - Mar), 2018","November, 2018",670.8455701,878.222507,1632.112465,95.536951,3276.7174931
India,Goa,"Financial Year (Apr - Mar), 2018","November, 2018",75.9660866,112.4204493,134.8744126,2.1841111,325.44505960000004
India,Gujarat,"Financial Year (Apr - Mar), 2018","November, 2018",1626.00753,2124.822346,1960.696345,352.1836118,6063.7098328
India,Haryana,"Financial Year (Apr - Mar), 2018","November, 2018",779.1462555,1068.720637,2522.077139,307.6966056,4677.6406371
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2018","November, 2018",97.5540081,141.134159,427.7135795,0.9869232,667.3886698
India,Jammu and Kashmir,"Financial Year (Apr - Mar), 2018","November, 2018",74.20134721079359540228485780,123.748239280091534348119501920,80.288536912398612375155553510,1.789158547967542563017653620,280.027281951251284688577566850
India,Jharkhand,"Financial Year (Apr - Mar), 2018","November, 2018",310.0866954,425.2035025,872.3109081,408.1464468,2015.7475528
India,Karnataka,"Financial Year (Apr - Mar), 2018","November, 2018",1373.415887,1862.31342,2486.740598,776.0768084,6498.5467134
India,Kerala,"Financial Year (Apr - Mar), 2018","November, 2018",440.6542709,676.3619235,218.2069945,4.1280125,1339.3512014
India,Ladakh,"Financial Year (Apr - Mar), 2018","November, 2018",1.65931078920640459771514220,2.767291919908465651880498080,1.795434187601387624844446490,0.040009652032457436982346380,6.262046548748715311422433150
India,Lakshadweep,"Financial Year (Apr - Mar), 2018","November, 2018",0.2770822,0.5756714,0.0190675,0.0,0.8718211
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2018","November, 2018",477.8526615,651.1652527,580.9137398,414.154632,2124.0862859999997
India,Maharashtra,"Financial Year (Apr - Mar), 2018","November, 2018",3784.052936,4771.829824,4452.747631,924.6819839,13933.3123749
India,Manipur,"Financial Year (Apr - Mar), 2018","November, 2018",6.7466049,11.4885257,3.1873855,0.0610625,21.4835786
India,Meghalaya,"Financial Year (Apr - Mar), 2018","November, 2018",13.2019817,20.3605745,66.296885,1.4251897,101.2846309
India,Mizoram,"Financial Year (Apr - Mar), 2018","November, 2018",4.6456294,7.6024687,3.3972454,0.1409843,15.786327799999999
India,Nagaland,"Financial Year (Apr - Mar), 2018","November, 2018",4.200568,6.3838712,3.9819885,0.5310665,15.097494199999998
India,Odisha,"Financial Year (Apr - Mar), 2018","November, 2018",424.6164835,551.0242493,895.2646406,503.4037353,2374.3091087
India,Puducherry,"Financial Year (Apr - Mar), 2018","November, 2018",18.753596,30.7448439,117.5158282,3.1825306,170.19679870000002
India,Punjab,"Financial Year (Apr - Mar), 2018","November, 2018",270.5899513,469.3416961,472.7878109,7.0379307,1219.757389
India,Rajasthan,"Financial Year (Apr - Mar), 2018","November, 2018",691.165446,970.7964216,877.6915608,124.384431,2664.0378594
India,Sikkim,"Financial Year (Apr - Mar), 2018","November, 2018",10.0105727,19.503006,118.819116,0.103092,148.4357867
India,Tamil Nadu,"Financial Year (Apr - Mar), 2018","November, 2018",1462.296737,2073.236634,1747.452502,530.3274759,5813.313348899999
India,Telangana,"Financial Year (Apr - Mar), 2018","November, 2018",717.1434035,1004.755728,795.3752872,549.2237614,3066.4981801
India,The Dadra and Nagar Haveli and Daman and Diu,"Financial Year (Apr - Mar), 2018","November, 2018",23.267074100000000000000000000,32.166642100000000000000000000,173.366910900000000000000000000,0.037327600000000000000000000,228.8379547000000200000000000000000000
India,Tripura,"Financial Year (Apr - Mar), 2018","November, 2018",15.3900054,21.5921724,4.2776401,0.1042848,41.364102700000004
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2018","November, 2018",1048.552755,1616.446545,1386.286135,1107.060003,5158.345438
India,Uttarakhand,"Financial Year (Apr - Mar), 2018","November, 2018",167.8214668,339.534445,616.8546821,23.3637116,1147.5743055
India,West Bengal,"Financial Year (Apr - Mar), 2018","November, 2018",873.7769877,1125.808694,755.0755432,280.1140415,3034.7752664
India,Andaman and Nicobar Islands,"Financial Year (Apr - Mar), 2018","October, 2018",3.8932419,7.427769,1.5844835,0.0027515,12.908245899999999
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2018","October, 2018",548.3142355,786.6178692,856.4249996,20.9040086,2212.2611128999997
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2018","October, 2018",9.7935302,14.6746798,3.2468208,0.4857077,28.2007385
India,Assam,"Financial Year (Apr - Mar), 2018","October, 2018",203.1878983,288.7523295,226.9986167,37.8522598,756.7911042999999
India,Bihar,"Financial Year (Apr - Mar), 2018","October, 2018",197.937667,397.0912006,92.4567042,124.9358277,812.4213995
India,Chandigarh,"Financial Year (Apr - Mar), 2018","October, 2018",26.0838602,34.7807541,80.0550362,0.2976356,141.2172861
India,Chhattisgarh,"Financial Year (Apr - Mar), 2018","October, 2018",321.9665405,423.9190072,523.2671279,467.5445875,1736.6972630999999
India,Delhi,"Financial Year (Apr - Mar), 2018","October, 2018",666.3819589,859.7420916,1671.147121,89.8217282,3287.0928997
India,Goa,"Financial Year (Apr - Mar), 2018","October, 2018",76.3914668,112.6937278,122.157057,1.4629452,312.7051968
India,Gujarat,"Financial Year (Apr - Mar), 2018","October, 2018",1591.844301,1998.919519,2260.971875,307.4804315,6159.2161265
India,Haryana,"Financial Year (Apr - Mar), 2018","October, 2018",707.7284863,1053.811763,2373.949678,325.7475132,4461.2374405
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2018","October, 2018",78.7656224,124.5397902,445.7776486,1.545973,650.6290342
India,Jammu and Kashmir,"Financial Year (Apr - Mar), 2018","October, 2018",83.05226849209457230877009460,130.319490760022207350114712280,100.774516346000125039506932760,2.824086310719169517799017130,316.970361908835976403504751866647590
India,Jharkhand,"Financial Year (Apr - Mar), 2018","October, 2018",359.9907185,469.1622859,894.1650269,368.0056574,2091.3236887000003
India,Karnataka,"Financial Year (Apr - Mar), 2018","October, 2018",1385.813609,1880.128076,2445.181709,876.3791266,6587.5025206
India,Kerala,"Financial Year (Apr - Mar), 2018","October, 2018",451.4794254,787.7685397,256.7208293,4.6611735,1500.6299679
India,Ladakh,"Financial Year (Apr - Mar), 2018","October, 2018",1.85723750790542769122990540,2.914240039977792649885287720,2.253547253999874960493067240,0.063152989280830482200982870,7.088177791163923596495248133352410
India,Lakshadweep,"Financial Year (Apr - Mar), 2018","October, 2018",0.0408443,0.0540533,0.0497983,0.0,0.1446959
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2018","October, 2018",435.6859691,640.6590337,514.6594687,401.5038436,1992.5083151
India,Maharashtra,"Financial Year (Apr - Mar), 2018","October, 2018",3671.817157,4595.067476,5314.061785,953.3862193,14534.3326373
India,Manipur,"Financial Year (Apr - Mar), 2018","October, 2018",7.7591712,15.1766702,1.2340071,0.1450276,24.3148761
India,Meghalaya,"Financial Year (Apr - Mar), 2018","October, 2018",16.2599516,25.764726,52.3961324,1.1771564,95.5979664
India,Mizoram,"Financial Year (Apr - Mar), 2018","October, 2018",2.4241458,5.01189,2.7698652,0.0024066,10.208307600000001
India,Nagaland,"Financial Year (Apr - Mar), 2018","October, 2018",4.8066328,8.0035951,5.24799,0.5236949,18.5819128
India,Odisha,"Financial Year (Apr - Mar), 2018","October, 2018",423.2943506,555.9379998,755.7475856,454.7089063,2189.6888422999996
India,Puducherry,"Financial Year (Apr - Mar), 2018","October, 2018",18.7212162,30.5560241,91.6633882,0.0904788,141.0311073
India,Punjab,"Financial Year (Apr - Mar), 2018","October, 2018",268.7808,431.2027063,417.0856811,12.3945438,1129.4637312
India,Rajasthan,"Financial Year (Apr - Mar), 2018","October, 2018",672.0505091,949.1091956,820.3026557,112.4381015,2553.9004618999998
India,Sikkim,"Financial Year (Apr - Mar), 2018","October, 2018",9.8907138,15.2325688,115.5064462,0.3239732,140.95370200000002
India,Tamil Nadu,"Financial Year (Apr - Mar), 2018","October, 2018",1389.871515,2045.883078,1902.122386,752.6885592,6090.5655382
India,Telangana,"Financial Year (Apr - Mar), 2018","October, 2018",646.0222188,904.4367047,820.1361285,522.3198859,2892.9149378999996
India,The Dadra and Nagar Haveli and Daman and Diu,"Financial Year (Apr - Mar), 2018","October, 2018",25.550234100000000000000000000,37.624459800000000000000000000,178.730276000000000000000000000,0.049726000000000000000000000,241.9546959000000100000000000000000000
India,Tripura,"Financial Year (Apr - Mar), 2018","October, 2018",15.3099285,23.7754561,4.9456637,0.2743339,44.3053822
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2018","October, 2018",1023.367537,1580.759122,1327.724962,903.2160419,4835.0676629
India,Uttarakhand,"Financial Year (Apr - Mar), 2018","October, 2018",179.3876103,341.4305087,868.6355693,21.3766063,1410.8302946000001
India,West Bengal,"Financial Year (Apr - Mar), 2018","October, 2018",921.3699264,1223.784588,811.5997859,278.6640906,3235.4183909000003
India,Andaman and Nicobar Islands,"Financial Year (Apr - Mar), 2018","September, 2018",9.2169462,12.5092933,1.1676069,0.0189311,22.912777499999997
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2018","September, 2018",493.371249,692.6281465,808.7027434,28.6236351,2023.3257740000001
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2018","September, 2018",10.2340034,13.4109503,2.1631483,0.1423909,25.9504929
India,Assam,"Financial Year (Apr - Mar), 2018","September, 2018",184.2701414,256.8351074,223.8242949,31.8191555,696.7486992
India,Bihar,"Financial Year (Apr - Mar), 2018","September, 2018",195.5528199,374.0358732,90.6695674,170.2772079,830.5354684
India,Chandigarh,"Financial Year (Apr - Mar), 2018","September, 2018",26.9813442,40.9309763,75.2825903,0.1785313,143.3734421
India,Chhattisgarh,"Financial Year (Apr - Mar), 2018","September, 2018",287.0657987,361.0209065,509.29649,513.6007439,1670.9839391
India,Delhi,"Financial Year (Apr - Mar), 2018","September, 2018",620.5229107,787.0369039,1642.904331,89.0403262,3139.5044718
India,Goa,"Financial Year (Apr - Mar), 2018","September, 2018",69.2293845,101.0270464,134.4223222,3.8345425,308.5132956
India,Gujarat,"Financial Year (Apr - Mar), 2018","September, 2018",1547.802937,1999.966657,2229.569518,322.8079394,6100.147051399999
India,Haryana,"Financial Year (Apr - Mar), 2018","September, 2018",688.6957285,1039.90751,2156.433304,307.0968645,4192.133407
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2018","September, 2018",79.1032341,118.5337623,450.1057387,0.801131,648.5438661000001
India,Jammu and Kashmir,"Financial Year (Apr - Mar), 2018","September, 2018",76.886268468432882572472146820,126.8987260349456363283939270,121.138294185030213734848345380,4.5512829674197559296487460,329.4745716558284396590201627483237950
India,Jharkhand,"Financial Year (Apr - Mar), 2018","September, 2018",264.3147704,367.6035775,755.8512364,347.8348914,1735.6044757
India,Karnataka,"Financial Year (Apr - Mar), 2018","September, 2018",1316.812887,1809.400856,2287.519196,898.2578958,6311.990834800001
India,Kerala,"Financial Year (Apr - Mar), 2018","September, 2018",345.1091925,529.4338436,164.8330647,2.8690243,1042.2451251000002
India,Ladakh,"Financial Year (Apr - Mar), 2018","September, 2018",1.719351731567117427527853180,2.8377439650543636716060730,2.708927614969786265151654620,0.1017770325802440703512540,7.3678003441715103409798372516762050
India,Lakshadweep,"Financial Year (Apr - Mar), 2018","September, 2018",0.0641471,0.4699298,0.0035053,0.0,0.5375822
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2018","September, 2018",400.1422432,572.9449962,528.6947256,397.1681844,1898.9501494
India,Maharashtra,"Financial Year (Apr - Mar), 2018","September, 2018",3428.639277,4292.715161,4307.929873,1052.222107,13081.506417999999
India,Manipur,"Financial Year (Apr - Mar), 2018","September, 2018",10.6497775,20.164567,1.0234726,0.0022938,31.840110900000006
India,Meghalaya,"Financial Year (Apr - Mar), 2018","September, 2018",13.408407,19.9063087,57.7324561,1.4895602,92.536732
India,Mizoram,"Financial Year (Apr - Mar), 2018","September, 2018",5.2985292,7.5600956,0.4649465,0.0727433,13.396314600000002
India,Nagaland,"Financial Year (Apr - Mar), 2018","September, 2018",5.4540123,7.7398559,8.634844,0.170388,21.999100199999997
India,Odisha,"Financial Year (Apr - Mar), 2018","September, 2018",403.9196321,527.5824964,808.7342341,446.5307521,2186.7671147
India,Puducherry,"Financial Year (Apr - Mar), 2018","September, 2018",18.9033213,29.8274641,111.8953082,0.2008644,160.826958
India,Punjab,"Financial Year (Apr - Mar), 2018","September, 2018",250.8906774,406.1009895,445.7761121,14.3127226,1117.0805016
India,Rajasthan,"Financial Year (Apr - Mar), 2018","September, 2018",559.5329134,773.5730635,781.3623195,129.0224883,2243.4907847
India,Sikkim,"Financial Year (Apr - Mar), 2018","September, 2018",7.8220545,11.3371854,145.9219036,0.0093699,165.0905134
India,Tamil Nadu,"Financial Year (Apr - Mar), 2018","September, 2018",1384.408952,1976.470389,1756.480875,616.0344918,5733.3947078
India,Telangana,"Financial Year (Apr - Mar), 2018","September, 2018",614.9844983,854.3263798,784.2268694,468.282457,2721.8202045
India,The Dadra and Nagar Haveli and Daman and Diu,"Financial Year (Apr - Mar), 2018","September, 2018",21.826703000000000000000000000,32.949200700000000000000000000,168.822079200000000000000000000,0.201524100000000000000000000,223.799507000000000000000000000
India,Tripura,"Financial Year (Apr - Mar), 2018","September, 2018",18.2434506,25.9439333,4.6302083,0.6775474,49.4951396
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2018","September, 2018",917.4915643,1408.92924,1438.67419,1046.851849,4811.946843299999
India,Uttarakhand,"Financial Year (Apr - Mar), 2018","September, 2018",157.8101606,289.7226788,779.5400418,19.5249772,1246.5978584
India,West Bengal,"Financial Year (Apr - Mar), 2018","September, 2018",870.9310271,1150.438773,799.7467526,309.0460808,3130.1626335
India,Andaman and Nicobar Islands,"Financial Year (Apr - Mar), 2018","August, 2018",4.1246234,8.1673792,1.2183901,0.0867204,13.597113100000001
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2018","August, 2018",448.5079469,646.092366,777.3284735,18.8333409,1890.7621273
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2018","August, 2018",7.1371566,11.0849396,4.2168951,0.2314681,22.6704594
India,Assam,"Financial Year (Apr - Mar), 2018","August, 2018",172.9510942,246.7824801,201.8825816,24.3517118,645.9678676999999
India,Bihar,"Financial Year (Apr - Mar), 2018","August, 2018",192.9394514,357.0826522,127.5657177,168.2311511,845.8189724000001
India,Chandigarh,"Financial Year (Apr - Mar), 2018","August, 2018",28.6424126,39.9347191,70.8471908,0.155666,139.5799885
India,Chhattisgarh,"Financial Year (Apr - Mar), 2018","August, 2018",309.8770388,398.6842546,576.6739739,535.7434414,1820.9787087
India,Delhi,"Financial Year (Apr - Mar), 2018","August, 2018",655.0379965,825.9587655,1440.66211,92.9249916,3014.5838636
India,Goa,"Financial Year (Apr - Mar), 2018","August, 2018",77.0742963,107.73647,120.5834892,1.4141251,306.80838059999996
India,Gujarat,"Financial Year (Apr - Mar), 2018","August, 2018",1413.493659,1815.812657,1701.416551,321.5392937,5252.2621607
India,Haryana,"Financial Year (Apr - Mar), 2018","August, 2018",711.4865613,1088.275396,2281.424903,292.7045491,4373.8914094
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2018","August, 2018",77.4624246,121.383161,362.2735142,1.1983131,562.3174128999999
India,Jammu and Kashmir,"Financial Year (Apr - Mar), 2018","August, 2018",71.180699949722982279100039020,126.642505899581164006562636820,96.8413669078002601592277360,3.935596222540277537639732910,298.600168979644683982530144750
India,Jharkhand,"Financial Year (Apr - Mar), 2018","August, 2018",256.185001,364.8367503,664.5094011,383.6970178,1669.2281702
India,Karnataka,"Financial Year (Apr - Mar), 2018","August, 2018",1370.203213,1845.953415,2225.440797,829.6272855,6271.2247105
India,Kerala,"Financial Year (Apr - Mar), 2018","August, 2018",351.8220559,529.9371282,243.7854625,3.7454366,1129.2900831999998
India,Ladakh,"Financial Year (Apr - Mar), 2018","August, 2018",1.591762250277017720899960980,2.832014300418835993437363180,2.1655930921997398407722640,0.088008877459722462360267090,6.677378520355316017469855250
India,Lakshadweep,"Financial Year (Apr - Mar), 2018","August, 2018",0.1731345,0.1768835,0.0415271,0.0,0.3915451
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2018","August, 2018",414.2248831,596.1477435,573.9211325,378.2567919,1962.550551
India,Maharashtra,"Financial Year (Apr - Mar), 2018","August, 2018",3468.075095,4385.311852,4142.540761,836.0292356,12831.956943599998
India,Manipur,"Financial Year (Apr - Mar), 2018","August, 2018",6.1120793,9.5573233,0.8859491,0.054885,16.6102367
India,Meghalaya,"Financial Year (Apr - Mar), 2018","August, 2018",15.6591106,21.2700972,64.7307281,0.6763487,102.3362846
India,Mizoram,"Financial Year (Apr - Mar), 2018","August, 2018",3.4663729,6.681958,0.6319806,0.0228002,10.8031117
India,Nagaland,"Financial Year (Apr - Mar), 2018","August, 2018",4.5802578,6.7276909,3.6008504,0.3885175,15.297316600000002
India,Odisha,"Financial Year (Apr - Mar), 2018","August, 2018",400.9673079,525.8851798,837.699947,477.1977425,2241.7501772
India,Puducherry,"Financial Year (Apr - Mar), 2018","August, 2018",16.9501233,30.7002174,101.37388,0.0962104,149.1204311
India,Punjab,"Financial Year (Apr - Mar), 2018","August, 2018",247.7479473,409.9123239,427.2871202,11.8295024,1096.7768938
India,Rajasthan,"Financial Year (Apr - Mar), 2018","August, 2018",570.6396211,796.8996568,748.8302669,124.0226529,2240.3921977
India,Sikkim,"Financial Year (Apr - Mar), 2018","August, 2018",7.0837187,12.2280978,143.7871896,0.033152,163.1321581
India,Tamil Nadu,"Financial Year (Apr - Mar), 2018","August, 2018",1395.261797,2000.380661,1567.438241,472.5314597,5435.6121587
India,Telangana,"Financial Year (Apr - Mar), 2018","August, 2018",566.2304897,792.946307,833.0384837,467.5314273,2659.7467077
India,The Dadra and Nagar Haveli and Daman and Diu,"Financial Year (Apr - Mar), 2018","August, 2018",23.830991200000000000000000000,36.335928300000000000000000000,153.136696900000000000000000000,0.152979500000000000000000000,213.4565958999999900000000000000000000
India,Tripura,"Financial Year (Apr - Mar), 2018","August, 2018",14.1776558,20.1225435,3.9040302,0.1036,38.307829500000004
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2018","August, 2018",935.4233972,1452.777685,1353.165894,1022.19247,4763.5594462
India,Uttarakhand,"Financial Year (Apr - Mar), 2018","August, 2018",158.8963606,297.2440045,549.4589496,14.5659621,1020.1652768
India,West Bengal,"Financial Year (Apr - Mar), 2018","August, 2018",883.3052392,1178.504721,768.8846586,293.8450894,3124.5397082
India,Andaman and Nicobar Islands,"Financial Year (Apr - Mar), 2018","July, 2018",4.2784098,8.3799757,1.7404803,0.0168593,14.4157251
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2018","July, 2018",483.5711382,723.3446023,776.0278665,43.1968347,2026.1404417
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2018","July, 2018",10.0505073,14.6868702,3.8895432,0.0180726,28.6449933
India,Assam,"Financial Year (Apr - Mar), 2018","July, 2018",162.9297199,259.5280286,197.3687739,41.1930085,661.0195309000001
India,Bihar,"Financial Year (Apr - Mar), 2018","July, 2018",194.8399285,393.1842194,100.6450327,162.5375593,851.2067399
India,Chandigarh,"Financial Year (Apr - Mar), 2018","July, 2018",29.8505192,41.0255325,76.745773,0.2992633,147.921088
India,Chhattisgarh,"Financial Year (Apr - Mar), 2018","July, 2018",337.8759785,420.3185083,550.5486249,601.3211593,1910.0642710000002
India,Delhi,"Financial Year (Apr - Mar), 2018","July, 2018",662.9781451,834.076976,1513.797425,83.9714184,3094.8239645
India,Goa,"Financial Year (Apr - Mar), 2018","July, 2018",73.7088364,106.00853,137.6923053,1.2831116,318.6927833
India,Gujarat,"Financial Year (Apr - Mar), 2018","July, 2018",1543.919136,1997.231769,2189.677316,348.8701478,6079.6983688
India,Haryana,"Financial Year (Apr - Mar), 2018","July, 2018",680.2181601,1003.55722,2311.706021,299.1560883,4294.6374894
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2018","July, 2018",85.4171868,131.1081574,399.7724128,1.2039838,617.5017408
India,Jammu and Kashmir,"Financial Year (Apr - Mar), 2018","July, 2018",78.677346199112527344167437050,131.778052993063265111548626180,93.511862103455065999628947590,7.019605563478007003482225590,310.9868668591088263337528344486590360
India,Jharkhand,"Financial Year (Apr - Mar), 2018","July, 2018",300.6811171,429.4964685,710.6215514,407.1515408,1847.9506778
India,Karnataka,"Financial Year (Apr - Mar), 2018","July, 2018",1389.419424,1919.357313,2473.95159,993.5121736,6776.240500600001
India,Kerala,"Financial Year (Apr - Mar), 2018","July, 2018",404.7643517,657.6976902,210.7004196,3.5163155,1276.678777
India,Ladakh,"Financial Year (Apr - Mar), 2018","July, 2018",1.759404300887472655832562950,2.946856806936734888451373820,2.091137796544934000371052410,0.156974336521992996517774410,6.9543732408911336662471655513409640
India,Lakshadweep,"Financial Year (Apr - Mar), 2018","July, 2018",0.3766666,0.4217678,0.0771626,0.0,0.8755970000000001
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2018","July, 2018",455.3511582,657.9714098,554.4128344,400.8763982,2068.6118006
India,Maharashtra,"Financial Year (Apr - Mar), 2018","July, 2018",3478.167854,4529.760373,4726.49965,1016.691642,13751.119519
